state,year,Ratio between the Democrate and Republican Proportion,Liberalism of Social Policy,Liberalism of Economic Policy,Liberalism of Social Resident,Liberalism of Economic Resident
Alaska,1978,-1.2113918766704928,-0.01695303464374519,0.7202469535645187,2.098867746331287,-0.29746355436897726
Alaska,1979,-1.2255322220036569,0.01738850500450236,0.2589149082640435,1.8792143265967112,-0.3154445392543104
Alaska,1980,-1.235726223588658,0.2516701432448676,0.5779299813732749,1.9186037282834214,-0.33084599417349436
Alaska,1981,-1.248888601299024,0.5282108257959169,0.6387381061451987,1.7831590506860717,-0.3478477690704943
Alaska,1982,-1.2790173671518867,0.4577626217564964,0.9523623890995605,1.9256351815156083,-0.34912848853201733
Alaska,1983,-1.2983603421115597,0.46712633929461866,0.9008659247019101,1.9115113143440645,-0.3579648144800203
Alaska,1984,-1.292685364644211,0.3998674463475431,0.5321459145918949,1.8564886310361972,-0.4329277282229233
Alaska,1985,-1.2947546740282123,0.37914139948561804,0.9155595078947163,1.8224622083392155,-0.34377759428483545
Alaska,1986,-1.30953436761869,0.37043658350353476,0.8296560696266941,1.6249257154480428,-0.34975682825297094
Alaska,1987,-1.3214236791736553,0.354318184460172,0.5202776454386027,1.4109339727586392,-0.34491639339483665
Alaska,1988,-1.3326479963302218,0.295804552094422,0.19918286350723408,1.2426944260019808,-0.37533002839054447
Alaska,1989,-1.3293210879107595,0.5820027437346182,0.15186656942506055,1.029427398696301,-0.38262633580752814
Alaska,1990,-1.3130405808725378,0.500950088403913,0.38816337945078033,0.8066928269717835,-0.4732523325900474
Alaska,1991,-1.3020112587211599,0.4185251637680181,0.7653208414727318,0.5861675391041833,-0.43570488794249324
Alaska,1992,-1.3025965832996216,0.3819780751656893,0.8138547264162406,0.4319092152412152,-0.49755091093898307
Alaska,1993,-1.2875059617226905,0.3181674555724085,0.6767233025259778,0.2782460402453404,-0.4304850432842146
Alaska,1994,-1.2520494452386302,0.41728419878048606,-0.08891510483477763,0.41393480101538327,-0.47189816591436634
Alaska,1995,-1.2118915569025128,0.4271569230868644,0.2184005783839555,0.33909090766502836,-0.43024989215589526
Alaska,1996,-1.2221216406602713,0.3949804282187053,0.6817597975203661,0.39798553076001075,-0.525495514661189
Alaska,1997,-1.2397463580773191,0.4182388168913355,0.6247557362625696,0.5010725119475463,-0.4369770650561815
Alaska,1998,-1.2557945474016239,0.34397991957185536,0.25967727069105356,0.6650530456082717,-0.45478985218224527
Alaska,1999,-1.2597144922417731,0.4612970073568408,0.41399409957793115,0.7890512693859271,-0.46449843512891204
Alaska,2000,-1.2400277411702512,0.21356241205087534,0.29333393561305837,0.885635809823202,-0.4098071565120314
Alaska,2001,-1.2292308413671087,0.4893141945488103,0.17267875753040737,0.9640687761057868,-0.4631853291300866
Alaska,2002,-1.2152264685278644,0.4582492711983329,0.17653811949489742,1.0013887495279332,-0.40680223524782905
Alaska,2003,-1.2219145023634117,0.4034264918087721,-0.03155534899995154,1.0799153384696978,-0.43103730904820986
Alaska,2004,-1.2379633930919913,0.2489332888179892,0.11119717316811915,0.9106965154365892,-0.4190192269230403
Alaska,2005,-1.2737829946879136,0.20572218711016854,0.010228731403636386,0.7007440082455939,-0.4033881107576095
Alaska,2006,-1.3161024343194663,0.20466477546311004,-0.08158459697162108,0.2845716150938364,-0.4539088186414378
Alaska,2007,-1.3367097000474277,0.13230776976687594,-0.27102881091854086,0.06353608524877623,-0.49059491717630704
Alaska,2008,-1.3670888070675342,0.14351845692119788,-0.22375154005855982,-0.16797571363629582,-0.46844297346636915
Alaska,2009,-1.365170950822868,0.08306675902936274,-0.4264640887272163,-0.2300114113189261,-0.5255723768541405
Alaska,2010,-1.3463277065803303,0.04494679559183176,-0.22605462342037766,-0.7147934838215656,-0.5038348274431435
Alaska,2011,-1.3159797150034298,-0.004239118051750368,-0.20520560903793975,-0.8009997045711429,-0.4883017270265627
Alaska,2012,-1.2556880636536498,0.0041979413998411135,-0.19622010265722908,-0.9187123855578724,-0.46315351671082156
Alaska,2013,-1.2310380821220708,-0.1052548058781411,0.12458311484078585,-0.9999126828392494,-0.4315340705911485
Alaska,2014,-1.2152315871264905,-0.09881272523654758,-0.12789853815405614,-1.0477263925789624,-0.4261763672600824
Arizona,1946,-0.08777133676012411,-0.6078044201970796,0.8987635010195495,0.895057489958297,0.22203903721820858
Arizona,1947,-0.09527369008880898,-0.6071723913752771,0.2402156787294951,0.5333650402563255,-0.07593052405208371
Arizona,1948,-0.1074031010734157,-0.6668536981937334,0.21954754936687934,0.23571263715155402,-1.4558709708186095
Arizona,1949,-0.11091562044837985,-0.7323670399131244,0.47029648135207375,0.7136291998654049,-1.547113826426445
Arizona,1950,-0.11487341158302695,-0.7110831397968199,0.5543854655599249,0.9599011480847279,-0.8943591170856637
Arizona,1951,-0.11391572430448937,-0.7196090002479087,-0.017868347830242735,0.7490951333717344,-0.2214291934587272
Arizona,1952,-0.11089307472816402,-0.7279336543500213,0.01365307803336793,0.0646755853976481,0.2018949694149611
Arizona,1953,-0.1177026606865947,-0.7234323175026564,0.16565784206222722,-0.6741055967228793,0.7268869271252508
Arizona,1954,-0.10976458675818265,-0.7875951666656548,0.04319455891495582,-0.25167597236584366,-0.460420275866676
Arizona,1955,-0.10561194220391713,-0.8235759370132336,0.03395291148393709,0.07096681064363632,0.7957467484573882
Arizona,1956,-0.12610052446542613,-0.8691943004023643,-0.14736831983758616,0.4180710938318417,-0.4081516429483727
Arizona,1957,-0.1453707012728344,-0.8527993037477203,-0.21744635803608608,0.31133058519308177,-0.20668063897448438
Arizona,1958,-0.15950254564546099,-0.9225084710466555,-0.33005159955811275,0.39277128469797645,-0.41946320608449994
Arizona,1959,-0.17789891058580826,-0.9136249760859799,-0.15110429077315685,-0.0719032497421163,-0.3921647373266754
Arizona,1960,-0.1908264711100544,-0.8853738790089763,-0.14981039118294928,0.23325550321400632,-0.653043334312669
Arizona,1961,-0.2245257439044855,-0.8644251344769609,-0.21868574285564032,-0.2983754435781065,-1.4542999890124695
Arizona,1962,-0.2561290475410549,0.06293601091362606,0.022698367520223316,0.44174920008512564,-1.265433155981632
Arizona,1963,-0.27227620334000807,0.033993025830454014,-0.10941989721809696,-1.923153130380853,-1.4978773687835913
Arizona,1964,-0.29542785986943493,-0.00396898028957336,-0.3347807643583643,0.6676056747543826,-0.8899183674862432
Arizona,1965,-0.31604703440981874,0.4861012214893669,-0.40815493260597685,-1.6623493707471382,-0.9630542669807426
Arizona,1966,-0.3142801679636887,0.4198866635775689,-0.20681168652907947,0.2482769736346355,-0.43158820374488505
Arizona,1967,-0.3179678941022827,0.29559793622128505,-0.4113395468130271,-0.7985649769535249,-0.6913404285868491
Arizona,1968,-0.3231494538464258,0.2352043467212465,-0.4448499300931799,-0.6809877298149309,-0.4729865317142196
Arizona,1969,-0.34099323724429,0.02537251740235412,-0.4006362270229065,0.7194482452486216,-0.28015322298516937
Arizona,1970,-0.3563367862229883,0.006965968323169404,-0.5850255365041129,-0.3493945548485771,-0.2884362450461626
Arizona,1971,-0.37474359901905246,-0.22124112186579906,-0.7132722446005197,-0.30144930426226846,-0.2032709803713159
Arizona,1972,-0.39934612722972757,-0.4595624671586834,-0.5825451497912216,-0.09025429995875471,-0.18858011336743935
Arizona,1973,-0.4309895521314418,-0.631941363364757,-0.6540617958459973,-0.7721659205913378,-0.3836461341821474
Arizona,1974,-0.46556408086763434,-0.7377501359840078,-0.7322218079030243,-0.5537651810522519,-0.10045433335255925
Arizona,1975,-0.49257372376277453,-0.7723798112348791,-0.8878865668876924,-0.9777071211146088,-0.31572013998888476
Arizona,1976,-0.5092503896629901,-0.9203694051353718,-0.7218610050185595,-0.7013476585177401,-0.28779548089354856
Arizona,1977,-0.5380256026422836,-0.9080978231706625,-0.7373095112134203,-0.7764515354729995,-0.09469693878636098
Arizona,1978,-0.5655329012108792,-0.8538198076048706,-0.8312806988322412,-0.501610319827147,-0.8916005352091324
Arizona,1979,-0.5816450183933829,-0.9513458755854356,-0.788490142421891,-0.5323136794536767,-0.7445320114749263
Arizona,1980,-0.5721985708864035,-0.8801755736942659,-1.1133883276622552,-0.3622875981668224,-1.1246641865159985
Arizona,1981,-0.5852895144106339,-0.663330355404824,-1.430641691822172,-0.34045497279255055,-0.9718935409662235
Arizona,1982,-0.6220450382449874,-0.6615070296190159,-1.2923369138078387,-0.038929558319854715,-0.9185261116964417
Arizona,1983,-0.6653608222585884,-0.8741259954553061,-1.051396434659331,0.22340214531505323,-0.8887518063003954
Arizona,1984,-0.7176626655774939,-0.8989423677946935,-0.9846433452790998,0.061583590344396984,-0.6522598157130608
Arizona,1985,-0.7589301834760174,-0.8338955369503528,-0.870764699305637,0.2939618600298699,-1.002780194854109
Arizona,1986,-0.8005874625166565,-0.8643754917845031,-0.8646270001341051,0.6087861642263492,-1.039635757164735
Arizona,1987,-0.8580697266728942,-0.8822450313166958,-0.9268227812577,0.6542937418801137,-0.9072166761009046
Arizona,1988,-0.8935216583716693,-0.7457537995221053,-0.9156700627685587,0.6494326129444014,-1.1077377126906176
Arizona,1989,-0.9399096125952517,-0.8267603683394407,-0.9075526495583754,0.4177497982472072,-0.4628053705203842
Arizona,1990,-0.9952459483193431,-0.7792657635143199,-0.9106742541527624,0.7184056943615306,-0.926637193150686
Arizona,1991,-0.9987062142368708,-0.8052628303502136,-0.8786824411872105,0.47617473852498043,-0.7387261116383305
Arizona,1992,-1.007981254153015,-0.8139133612942523,-0.8292751099200548,0.7547782749964057,-0.5150376863835618
Arizona,1993,-1.026431959063992,-0.8171801503893275,-1.0210295674718042,0.5155747513508743,-0.6310642339168363
Arizona,1994,-1.037540434382992,-0.834569003131021,-1.0435690065365355,0.5089713872600637,-0.8801424964942633
Arizona,1995,-1.0460542691348,-0.7989606947350945,-1.0153536158487042,0.4078524455324347,-0.7567960345460979
Arizona,1996,-1.0456380316820386,-0.8313140798385612,-1.035784325873649,0.3248087362965905,-0.6588906731723494
Arizona,1997,-1.0385656937317755,-0.7395107979922356,-0.769301242384962,0.08561179198173367,-0.9327877674751062
Arizona,1998,-1.0320853803310752,-0.7401046866283114,-0.9485174304721339,0.06678249423709746,-0.46787734139930953
Arizona,1999,-1.0079407900249153,-0.6501603214546906,-0.7108761923303515,-0.10042672968588504,-1.003113175430344
Arizona,2000,-0.9431998852472581,-0.6351980684204944,-0.7961317342547538,-0.12086192140451502,-0.4939269874936709
Arizona,2001,-0.9005297184262149,-0.5992821333324303,-0.5571478817308616,-0.09573542796591022,-0.5220552326739948
Arizona,2002,-0.8738603379806117,-0.31046338820605957,-0.8482155078523022,0.08587794122386876,-0.6446486762404852
Arizona,2003,-0.8415997181444752,-0.3072625414816161,-0.799828240712301,0.08674053748965956,-0.4330465226838726
Arizona,2004,-0.8377826984820437,-0.3676176834459884,-0.8393224550406528,0.25423947893948723,-0.6392453802912619
Arizona,2005,-0.8290259105814362,-0.3989164301185134,-0.871236668258508,0.24336989256571523,-0.2981606003399342
Arizona,2006,-0.8460565339801208,-0.5415401122704014,-0.7091521645529864,0.39791954123704376,-0.6315858095423398
Arizona,2007,-0.8558888760070968,-0.4292918850781824,-0.4571463235572146,0.22397820587669537,-0.6371935169623076
Arizona,2008,-0.8453193944871841,-0.4198782880857343,-0.6781516555300289,0.37963679162248126,-0.31484719432107067
Arizona,2009,-0.886766480521196,-0.43343473228063395,-1.0205008527757073,0.11694702570329821,-0.45237994465004594
Arizona,2010,-0.8991420754419029,-0.455158188871372,-0.8451058612178224,0.22245636972439878,-0.5223891908934639
Arizona,2011,-0.8644712972380039,-0.5503067086914438,-0.6214576202291877,0.0819948387455814,-0.22088119363621173
Arizona,2012,-0.8125772709777854,-0.5136620552168807,-0.6318389022383076,0.046309839219135514,-0.03836192015809281
Arizona,2013,-0.8132954619548951,-0.5616340235340203,-1.0330740934881946,0.06005599387467977,-0.24073296739949823
Arizona,2014,-0.8283157927402081,-0.5127601670402637,-0.9791680202983661,0.08537052594064631,-0.38517611688009046
Arkansas,1946,1.6550077157653607,-0.588949162817406,-1.5030622880354556,-1.4469148201277697,0.11944149987576202
Arkansas,1947,1.641521020923525,-0.6092072386066618,-1.1529687290422872,-1.6458888950682613,-0.5539477243011353
Arkansas,1948,1.622150557601747,-0.6846878408690799,-1.3654437462069722,-1.7846112578203774,0.8469240697644279
Arkansas,1949,1.5833707716147272,-0.7262067472457215,-1.2704348150652525,-1.3770067109821411,-0.3374849407515903
Arkansas,1950,1.537069245831669,-0.6877678503279997,-1.2310589817999504,-1.3245706495009373,-0.17991400366349505
Arkansas,1951,1.5272213058043762,-0.7421311218856524,-1.670672221240244,-1.4711611256899146,0.45227254394614314
Arkansas,1952,1.4971756228249637,-0.699919363922324,-1.4345347578414933,-1.267548883487395,-0.2798791196733924
Arkansas,1953,1.4956309158522352,-0.8048526246623552,-1.3258154874004082,-0.8721733934500584,0.5244014634631523
Arkansas,1954,1.4616760076302922,-0.7527065731663141,-1.168261491614253,-0.8592262982621124,2.266252865248166
Arkansas,1955,1.3607631042143058,0.2963249516544705,-1.0653121763868973,-0.9644185672094998,-0.03555924670175825
Arkansas,1956,1.3276277083607504,0.22933619614141282,-1.1785250074798546,-1.509423335092532,0.47414507366801384
Arkansas,1957,1.317019380564408,0.22261393988548206,-0.9833661642602141,-1.9279507647850638,0.33010148411689244
Arkansas,1958,1.4142034435322361,0.23115878859605526,-1.0150950760429232,-1.8712763398270416,-0.018487370587849456
Arkansas,1959,1.4960208820033518,0.06113006050172805,-1.0727783949024468,-1.411900726048638,-0.2224556006446905
Arkansas,1960,1.5859043850137935,0.11709030318231331,-1.08061858629491,-1.3226140113245524,-1.3832501144978688
Arkansas,1961,1.660727042963378,0.07492476888685379,-1.4048820996377134,-1.0476236538505375,-0.7530333553862986
Arkansas,1962,1.588940449335923,0.044081747982213905,-1.257314263996825,-1.2914225143758402,0.20014371939652478
Arkansas,1963,1.522427381565567,-0.044282285187333945,-1.056496964665706,-0.10003991895250544,0.001435607354305935
Arkansas,1964,1.5650995137173518,-0.007559586856907457,-1.1084039077103993,-1.38105633184875,0.32745656831541514
Arkansas,1965,1.6081326236953333,-0.30711805771470674,-0.9183647667539384,0.15092301631236887,0.6252414275790951
Arkansas,1966,1.605475501313294,-0.4395789820256962,-0.8661534952246187,-1.4490193773791746,0.3319909627346909
Arkansas,1967,1.6204234593106195,-0.4993455593328107,-1.0844967582311038,-0.9298921720391796,-0.8171751527813366
Arkansas,1968,1.672498307962355,-0.5587740951513966,-1.2217979901786624,-0.8563457435083565,-1.456906433915625
Arkansas,1969,1.7908794286496723,-0.727665291166274,-0.9658471149145504,-1.002459433601611,-0.7469019368742793
Arkansas,1970,1.9404269555442424,-0.7791023845588,-0.838381421881881,-1.6053583658910069,-1.044131652545468
Arkansas,1971,2.091763857252848,-0.9079889834123253,-0.8418536714964888,-1.473910397325931,-0.24955441433083775
Arkansas,1972,2.125155183360267,-1.1106457314313116,-0.9841785548295187,-1.6560492457839553,-0.1399073555549184
Arkansas,1973,2.091986236621081,-1.5136789951357073,-0.9361430591751728,-1.1880219200939366,-0.21584132734290992
Arkansas,1974,2.0732475081084147,-1.9732587366046066,-1.0079134016226738,-1.244412927305372,-0.12366321960284268
Arkansas,1975,2.06150933392931,-1.9629121683124398,-1.0954688212990291,-1.0830179432890552,0.09905107478441746
Arkansas,1976,2.0625510871687607,-1.4423388853260497,-1.2062326408705926,-1.1027715095459445,-0.085315297104888
Arkansas,1977,2.1147227372725967,-2.01719734268624,-1.1682311353345791,-1.2105271468851195,-0.2573189925822527
Arkansas,1978,2.1927195994501623,-2.057765438131366,-1.2382765134374325,-1.2464946125032073,-0.3776243605385436
Arkansas,1979,2.243924122430792,-2.034132337988137,-1.0391154184221836,-1.0956093351631,-0.33678262693284905
Arkansas,1980,2.3082285451576974,-2.0257472330231185,-1.056860218456762,-1.276802657815268,-0.3098017195833975
Arkansas,1981,2.3635979707930654,-2.1191926975296522,-1.234891473067749,-1.0897700486305872,-0.3250595356215785
Arkansas,1982,2.4203748790652133,-2.1219057906958363,-1.2659176558626453,-1.3362835391778116,-0.14553532638465166
Arkansas,1983,2.4347659857933124,-2.0603659182217564,-1.2168513560705108,-1.131768530960598,-0.058821794510244885
Arkansas,1984,2.540848142410484,-2.0636007192014056,-1.2210336134294422,-1.441287374471161,0.07879288566794368
Arkansas,1985,2.529076907036443,-2.0469611261076524,-1.2491357549092232,-1.236266164199916,-0.14513372075747524
Arkansas,1986,2.408305995303488,-2.0398243482642022,-1.2629661097832676,-1.3700930382718703,-0.15058644318812572
